Customer ID,Name,City,Purchase Amount,Purchase Date,Product Category,Payment Method,Rating
1583,Customer_1583,Phoenix,3687.37,2022-03-07 22:00:00,Books,PayPal,2.0
1584,Customer_1584,Phoenix,4449.79,2022-03-07 23:00:00,Books,Credit Card,4.0
1585,Customer_1585,New York,228.37,2022-03-08 00:00:00,Electronics,Cash,5.0
1586,Customer_1586,Chicago,3461.76,2022-03-08 01:00:00,Clothing,Cash,3.0
1587,Customer_1587,New York,4254.98,2022-03-08 02:00:00,Clothing,PayPal,2.0
1588,Customer_1588,Los Angeles,4682.04,2022-03-08 03:00:00,Clothing,Credit Card,2.0
1589,Customer_1589,Los Angeles,2661.23,2022-03-08 04:00:00,Home,Cash,1.0
1590,Customer_1590,Los Angeles,2248.58,2022-03-08 05:00:00,Books,PayPal,3.0
1591,Customer_1591,Houston,565.17,2022-03-08 06:00:00,Electronics,Credit Card,1.0
1592,Customer_1592,Phoenix,4176.97,2022-03-08 07:00:00,Home,PayPal,3.0
1593,Customer_1593,Houston,4397.25,2022-03-08 08:00:00,Electronics,Cash,4.0
1594,Customer_1594,Houston,364.17,2022-03-08 09:00:00,Clothing,PayPal,1.0
1595,Customer_1595,Houston,4288.08,2022-03-08 10:00:00,Clothing,Credit Card,1.0
1596,Customer_1596,Phoenix,366.87,2022-03-08 11:00:00,Clothing,PayPal,4.0
1597,Customer_1597,Los Angeles,3697.8,2022-03-08 12:00:00,Clothing,Cash,3.0
1598,Customer_1598,Houston,4520.21,2022-03-08 13:00:00,Home,Credit Card,3.0
1599,Customer_1599,New York,4654.75,2022-03-08 14:00:00,Home,Cash,3.0
1600,Customer_1600,Phoenix,3799.17,2022-03-08 15:00:00,Electronics,Cash,3.0
1601,Customer_1601,Los Angeles,4413.81,2022-03-08 16:00:00,Clothing,PayPal,2.0
1602,Customer_1602,New York,4508.64,2022-03-08 17:00:00,Books,PayPal,5.0
1603,Customer_1603,Phoenix,757.04,2022-03-08 18:00:00,Clothing,Cash,3.0
1604,Customer_1604,Houston,386.53,2022-03-08 19:00:00,Clothing,PayPal,3.0
1605,Customer_1605,New York,4440.33,2022-03-08 20:00:00,Clothing,Credit Card,2.0
1606,Customer_1606,New York,4801.1,2022-03-08 21:00:00,Electronics,Cash,5.0
1607,Customer_1607,Houston,2482.77,2022-03-08 22:00:00,Electronics,PayPal,3.0
1608,Customer_1608,Phoenix,4047.25,2022-03-08 23:00:00,Home,PayPal,3.0
1609,Customer_1609,Los Angeles,4833.8,2022-03-09 00:00:00,Books,Cash,1.0
1610,Customer_1610,Phoenix,333.97,2022-03-09 01:00:00,Home,Credit Card,4.0
1611,Customer_1611,Los Angeles,3741.41,2022-03-09 02:00:00,Clothing,Cash,1.0
1612,Customer_1612,Los Angeles,826.11,2022-03-09 03:00:00,Electronics,Cash,3.0
1613,Customer_1613,Chicago,2475.03,2022-03-09 04:00:00,Clothing,PayPal,2.0
1614,Customer_1614,New York,1817.39,2022-03-09 05:00:00,Books,PayPal,5.0
1615,Customer_1615,Houston,2129.3,2022-03-09 06:00:00,Home,PayPal,3.0
1616,Customer_1616,New York,689.83,2022-03-09 07:00:00,Books,Credit Card,1.0
1617,Customer_1617,New York,2206.21,2022-03-09 08:00:00,Electronics,Cash,3.0
1618,Customer_1618,Chicago,4707.77,2022-03-09 09:00:00,Electronics,PayPal,2.0
1619,Customer_1619,New York,361.72,2022-03-09 10:00:00,Clothing,Credit Card,3.0
1620,Customer_1620,Houston,3880.2,2022-03-09 11:00:00,Home,Credit Card,3.0
1621,Customer_1621,Los Angeles,1167.96,2022-03-09 12:00:00,Electronics,Cash,4.0
1622,Customer_1622,New York,3160.67,2022-03-09 13:00:00,Home,Cash,3.0
1623,Customer_1623,Los Angeles,2943.02,2022-03-09 14:00:00,Home,PayPal,3.0
1624,Customer_1624,Phoenix,534.66,2022-03-09 15:00:00,Clothing,Credit Card,3.0
1625,Customer_1625,Houston,4342.27,2022-03-09 16:00:00,Electronics,Cash,2.0
1626,Customer_1626,Phoenix,1007.9,2022-03-09 17:00:00,Electronics,PayPal,3.0
1627,Customer_1627,New York,115.02,2022-03-09 18:00:00,Electronics,PayPal,3.0
1628,Customer_1628,Los Angeles,165.24,2022-03-09 19:00:00,Home,Cash,5.0
1629,Customer_1629,New York,3886.38,2022-03-09 20:00:00,Home,Cash,4.0
1630,Customer_1630,Houston,3633.47,2022-03-09 21:00:00,Home,Cash,4.0
1631,Customer_1631,New York,2315.66,2022-03-09 22:00:00,Books,PayPal,2.0
1632,Customer_1632,Houston,667.78,2022-03-09 23:00:00,Clothing,PayPal,3.0
1633,Customer_1633,New York,4821.92,2022-03-10 00:00:00,Electronics,Cash,4.0
1634,Customer_1634,Houston,1443.99,2022-03-10 01:00:00,Home,Cash,1.0
1635,Customer_1635,Chicago,4118.13,2022-03-10 02:00:00,Electronics,Credit Card,
1636,Customer_1636,Phoenix,3603.4,2022-03-10 03:00:00,Electronics,Cash,4.0
1637,Customer_1637,Chicago,2866.32,2022-03-10 04:00:00,Electronics,Cash,3.0
1638,Customer_1638,Chicago,359.45,2022-03-10 05:00:00,Clothing,PayPal,2.0
1639,Customer_1639,New York,2916.44,2022-03-10 06:00:00,Books,PayPal,2.0
1640,Customer_1640,Phoenix,2825.66,2022-03-10 07:00:00,Home,Credit Card,5.0
1641,Customer_1641,Los Angeles,2438.48,2022-03-10 08:00:00,Clothing,Cash,5.0
1642,Customer_1642,Houston,564.32,2022-03-10 09:00:00,Clothing,Credit Card,3.0
1643,Customer_1643,Los Angeles,4873.35,2022-03-10 10:00:00,Electronics,PayPal,4.0
1644,Customer_1644,New York,1755.93,2022-03-10 11:00:00,Books,Cash,3.0
1645,Customer_1645,Houston,1054.29,2022-03-10 12:00:00,Home,Credit Card,3.0
1646,Customer_1646,Phoenix,206.84,2022-03-10 13:00:00,Home,Cash,4.0
1647,Customer_1647,Chicago,2930.93,2022-03-10 14:00:00,Clothing,Credit Card,2.0
1648,Customer_1648,New York,,2022-03-10 15:00:00,Books,Cash,2.0
1649,Customer_1649,Chicago,3724.07,2022-03-10 16:00:00,Electronics,PayPal,3.0
1650,Customer_1650,,867.59,2022-03-10 17:00:00,Electronics,Cash,2.0
1651,Customer_1651,Houston,3464.44,2022-03-10 18:00:00,Home,PayPal,3.0
1652,Customer_1652,New York,987.7,2022-03-10 19:00:00,Home,Credit Card,1.0
1653,Customer_1653,Los Angeles,2565.56,2022-03-10 20:00:00,Home,PayPal,1.0
1654,Customer_1654,Los Angeles,3133.85,2022-03-10 21:00:00,Electronics,Credit Card,1.0
1655,Customer_1655,Houston,3691.18,2022-03-10 22:00:00,Books,Credit Card,4.0
1656,Customer_1656,Phoenix,1391.37,2022-03-10 23:00:00,Clothing,PayPal,4.0
1657,Customer_1657,Chicago,2327.1,2022-03-11 00:00:00,Books,Cash,1.0
1658,Customer_1658,Chicago,3507.88,2022-03-11 01:00:00,Electronics,PayPal,1.0
1659,Customer_1659,Phoenix,3662.45,2022-03-11 02:00:00,Books,Credit Card,5.0
1660,Customer_1660,Chicago,993.34,2022-03-11 03:00:00,Clothing,Credit Card,3.0
1661,Customer_1661,Chicago,1682.15,2022-03-11 04:00:00,Clothing,PayPal,2.0
1662,Customer_1662,New York,2905.15,2022-03-11 05:00:00,Electronics,PayPal,4.0
1663,Customer_1663,New York,2871.55,2022-03-11 06:00:00,Books,PayPal,
1664,Customer_1664,Los Angeles,4561.61,2022-03-11 07:00:00,Electronics,Credit Card,3.0
1665,Customer_1665,Phoenix,4083.24,2022-03-11 08:00:00,Home,Cash,2.0
1666,Customer_1666,Houston,2750.83,2022-03-11 09:00:00,Electronics,Credit Card,3.0
1667,Customer_1667,Chicago,1397.8,2022-03-11 10:00:00,Electronics,Credit Card,4.0
1668,Customer_1668,Los Angeles,2698.25,2022-03-11 11:00:00,Clothing,PayPal,3.0
1669,Customer_1669,New York,2236.33,2022-03-11 12:00:00,Books,Cash,1.0
1670,Customer_1670,Phoenix,2735.53,2022-03-11 13:00:00,Clothing,PayPal,1.0
1671,Customer_1671,Houston,2325.24,2022-03-11 14:00:00,Electronics,Cash,1.0
1672,Customer_1672,New York,2812.28,2022-03-11 15:00:00,Home,PayPal,2.0
1673,Customer_1673,Los Angeles,1786.43,2022-03-11 16:00:00,Home,Credit Card,4.0
1674,Customer_1674,Houston,4537.62,2022-03-11 17:00:00,Electronics,Cash,2.0
1675,Customer_1675,Phoenix,3628.57,2022-03-11 18:00:00,Books,Credit Card,3.0
1676,Customer_1676,,2988.61,2022-03-11 19:00:00,Books,Credit Card,3.0
1677,Customer_1677,Houston,3528.98,2022-03-11 20:00:00,Books,PayPal,1.0
1678,Customer_1678,Chicago,3036.01,2022-03-11 21:00:00,Home,PayPal,2.0
1679,Customer_1679,Los Angeles,1172.15,2022-03-11 22:00:00,Home,Credit Card,3.0
1680,Customer_1680,Phoenix,3138.19,2022-03-11 23:00:00,Electronics,Cash,3.0
1681,Customer_1681,Chicago,1558.22,2022-03-12 00:00:00,Clothing,Cash,2.0
1682,Customer_1682,Chicago,4035.29,2022-03-12 01:00:00,Electronics,Cash,2.0
1683,Customer_1683,,1425.24,2022-03-12 02:00:00,Home,Cash,4.0
1684,Customer_1684,Phoenix,140.29,2022-03-12 03:00:00,Clothing,Credit Card,
1685,Customer_1685,New York,3383.05,2022-03-12 04:00:00,Books,Cash,2.0
1686,Customer_1686,Los Angeles,3620.91,2022-03-12 05:00:00,Electronics,PayPal,3.0
1687,Customer_1687,Chicago,1167.3,2022-03-12 06:00:00,Home,PayPal,3.0
1688,Customer_1688,New York,4989.98,2022-03-12 07:00:00,Clothing,Cash,5.0
1689,Customer_1689,Phoenix,4285.19,2022-03-12 08:00:00,Home,Cash,1.0
1690,Customer_1690,New York,3257.0,2022-03-12 09:00:00,Electronics,Credit Card,3.0
1691,Customer_1691,Phoenix,2766.65,2022-03-12 10:00:00,Home,Credit Card,
1692,Customer_1692,Phoenix,4840.45,2022-03-12 11:00:00,Home,PayPal,5.0
1693,Customer_1693,Houston,3656.96,2022-03-12 12:00:00,Clothing,PayPal,1.0
1694,Customer_1694,Houston,1231.84,2022-03-12 13:00:00,Books,Credit Card,5.0
1695,Customer_1695,New York,1352.59,2022-03-12 14:00:00,Home,Credit Card,3.0
1696,Customer_1696,Chicago,3733.69,2022-03-12 15:00:00,Books,Cash,2.0
1697,Customer_1697,New York,1548.23,2022-03-12 16:00:00,Clothing,Credit Card,5.0
1698,Customer_1698,New York,2719.29,2022-03-12 17:00:00,Home,Cash,2.0
1699,Customer_1699,Houston,1481.58,2022-03-12 18:00:00,Electronics,PayPal,1.0
1700,Customer_1700,New York,1519.09,2022-03-12 19:00:00,Electronics,Cash,4.0
1701,Customer_1701,Chicago,1211.21,2022-03-12 20:00:00,Clothing,Cash,4.0
1702,Customer_1702,Los Angeles,2621.03,2022-03-12 21:00:00,Home,PayPal,3.0
1703,Customer_1703,Los Angeles,3548.49,2022-03-12 22:00:00,Electronics,Cash,2.0
1704,Customer_1704,Chicago,1138.43,2022-03-12 23:00:00,Books,Credit Card,1.0
1705,Customer_1705,Chicago,3965.74,2022-03-13 00:00:00,Electronics,PayPal,4.0
1706,Customer_1706,Chicago,3744.23,2022-03-13 01:00:00,Home,PayPal,4.0
1707,Customer_1707,Houston,239.37,2022-03-13 02:00:00,Electronics,Credit Card,4.0
1708,Customer_1708,New York,2280.62,2022-03-13 03:00:00,Books,Credit Card,2.0
1709,Customer_1709,Phoenix,2299.62,2022-03-13 04:00:00,Clothing,Cash,1.0
1710,Customer_1710,Los Angeles,4963.97,2022-03-13 05:00:00,Electronics,Cash,4.0
1711,Customer_1711,Chicago,1841.56,2022-03-13 06:00:00,Books,Credit Card,2.0
1712,Customer_1712,Phoenix,4376.27,2022-03-13 07:00:00,Home,Credit Card,4.0
1713,Customer_1713,Phoenix,1636.13,2022-03-13 08:00:00,Books,Credit Card,4.0
1714,Customer_1714,Phoenix,4559.39,2022-03-13 09:00:00,Electronics,PayPal,4.0
1715,Customer_1715,Los Angeles,435.22,2022-03-13 10:00:00,Books,PayPal,4.0
1716,Customer_1716,Houston,1213.88,2022-03-13 11:00:00,Clothing,Credit Card,3.0
1717,Customer_1717,New York,4855.55,2022-03-13 12:00:00,Clothing,Credit Card,2.0
1718,Customer_1718,Chicago,1186.21,2022-03-13 13:00:00,Books,PayPal,1.0
1719,Customer_1719,Houston,526.67,2022-03-13 14:00:00,Clothing,PayPal,5.0
1720,Customer_1720,Chicago,2887.18,2022-03-13 15:00:00,Home,PayPal,4.0
1721,Customer_1721,New York,2912.87,2022-03-13 16:00:00,Electronics,Cash,2.0
1722,Customer_1722,Phoenix,2190.98,2022-03-13 17:00:00,Electronics,Credit Card,3.0
1723,Customer_1723,New York,786.73,2022-03-13 18:00:00,Books,Credit Card,4.0
1724,Customer_1724,Phoenix,3965.56,2022-03-13 19:00:00,Books,PayPal,5.0
1725,Customer_1725,Houston,272.05,2022-03-13 20:00:00,Clothing,Cash,4.0
1726,Customer_1726,New York,2964.52,2022-03-13 21:00:00,Home,Cash,2.0
1727,Customer_1727,Houston,241.23,2022-03-13 22:00:00,Books,Cash,1.0
1728,Customer_1728,Houston,3946.51,2022-03-13 23:00:00,Books,PayPal,
1729,Customer_1729,Los Angeles,2113.37,2022-03-14 00:00:00,Electronics,PayPal,2.0
1730,Customer_1730,Houston,2887.17,2022-03-14 01:00:00,Clothing,PayPal,2.0
1731,Customer_1731,Houston,4321.22,2022-03-14 02:00:00,Clothing,PayPal,4.0
1732,Customer_1732,New York,796.02,2022-03-14 03:00:00,Clothing,Credit Card,
1733,Customer_1733,Houston,3652.02,2022-03-14 04:00:00,Home,Credit Card,4.0
1734,Customer_1734,Phoenix,4040.83,2022-03-14 05:00:00,Home,Cash,5.0
1735,Customer_1735,Chicago,104.19,2022-03-14 06:00:00,Home,Credit Card,4.0
1736,Customer_1736,Chicago,1236.56,2022-03-14 07:00:00,Electronics,Cash,2.0
1737,Customer_1737,Houston,4536.1,2022-03-14 08:00:00,Electronics,Cash,4.0
1738,Customer_1738,New York,1966.72,2022-03-14 09:00:00,Books,Cash,3.0
1739,Customer_1739,Houston,2543.72,2022-03-14 10:00:00,Books,Cash,4.0
1740,Customer_1740,Chicago,2582.8,2022-03-14 11:00:00,Electronics,PayPal,2.0
1741,Customer_1741,Chicago,2657.47,2022-03-14 12:00:00,Books,PayPal,4.0
1742,Customer_1742,New York,1999.8,2022-03-14 13:00:00,Electronics,PayPal,2.0
1743,Customer_1743,Phoenix,1607.31,2022-03-14 14:00:00,Clothing,Credit Card,4.0
1744,Customer_1744,Houston,4033.13,2022-03-14 15:00:00,Home,PayPal,2.0
1745,Customer_1745,Chicago,1186.69,2022-03-14 16:00:00,Books,PayPal,4.0
1746,Customer_1746,Chicago,3683.58,2022-03-14 17:00:00,Books,Credit Card,3.0
1747,Customer_1747,New York,4043.14,2022-03-14 18:00:00,Home,Cash,3.0
1748,Customer_1748,Los Angeles,605.7,2022-03-14 19:00:00,Home,Credit Card,3.0
1749,Customer_1749,Chicago,1127.26,2022-03-14 20:00:00,Electronics,Credit Card,1.0
1750,Customer_1750,Houston,4758.66,2022-03-14 21:00:00,Home,Credit Card,5.0
1751,Customer_1751,Houston,617.94,2022-03-14 22:00:00,Electronics,Cash,3.0
1752,Customer_1752,Los Angeles,3695.73,2022-03-14 23:00:00,Books,Cash,1.0
1753,Customer_1753,Houston,3917.6,2022-03-15 00:00:00,Electronics,Credit Card,1.0
1754,Customer_1754,Houston,739.62,2022-03-15 01:00:00,Electronics,PayPal,3.0
1755,Customer_1755,Houston,4530.72,2022-03-15 02:00:00,Clothing,PayPal,3.0
1756,Customer_1756,New York,3279.56,2022-03-15 03:00:00,Electronics,Cash,3.0
1757,Customer_1757,Los Angeles,4844.84,2022-03-15 04:00:00,Books,PayPal,1.0
1758,Customer_1758,Los Angeles,4940.66,2022-03-15 05:00:00,Electronics,Credit Card,2.0
1759,Customer_1759,Los Angeles,3561.66,2022-03-15 06:00:00,Clothing,PayPal,5.0
1760,Customer_1760,Chicago,3351.05,2022-03-15 07:00:00,Home,PayPal,5.0
1761,Customer_1761,Phoenix,1855.3,2022-03-15 08:00:00,Books,Cash,5.0
1762,Customer_1762,Chicago,3769.86,2022-03-15 09:00:00,Home,PayPal,5.0
1763,Customer_1763,Houston,3830.05,2022-03-15 10:00:00,Books,PayPal,5.0
1764,Customer_1764,Phoenix,3969.47,2022-03-15 11:00:00,Electronics,Cash,4.0
1765,Customer_1765,New York,2673.14,2022-03-15 12:00:00,Books,Cash,3.0
1766,Customer_1766,New York,4178.69,2022-03-15 13:00:00,Electronics,Credit Card,5.0
1767,Customer_1767,New York,4890.71,2022-03-15 14:00:00,Books,Credit Card,1.0
1768,Customer_1768,Phoenix,180.91,2022-03-15 15:00:00,Books,Cash,2.0
1769,Customer_1769,Houston,4714.77,2022-03-15 16:00:00,Electronics,PayPal,3.0
1770,Customer_1770,Los Angeles,4800.4,2022-03-15 17:00:00,Home,PayPal,4.0
1771,Customer_1771,Houston,1942.95,2022-03-15 18:00:00,Clothing,Cash,5.0
1772,Customer_1772,,3428.6,2022-03-15 19:00:00,Electronics,PayPal,
1773,Customer_1773,Los Angeles,633.51,2022-03-15 20:00:00,Books,PayPal,3.0
1774,Customer_1774,Phoenix,3031.83,2022-03-15 21:00:00,Books,Credit Card,5.0
1775,Customer_1775,Phoenix,184.3,2022-03-15 22:00:00,Electronics,PayPal,5.0
1776,Customer_1776,New York,872.72,2022-03-15 23:00:00,Home,Credit Card,1.0
1777,Customer_1777,Chicago,2290.96,2022-03-16 00:00:00,Home,PayPal,1.0
1778,Customer_1778,Chicago,3450.25,2022-03-16 01:00:00,Books,Cash,1.0
1779,Customer_1779,Los Angeles,2180.57,2022-03-16 02:00:00,Books,Cash,4.0
1780,Customer_1780,Phoenix,,2022-03-16 03:00:00,Books,Cash,5.0
1781,Customer_1781,New York,4691.41,2022-03-16 04:00:00,Clothing,Cash,1.0
1782,Customer_1782,Houston,4287.96,2022-03-16 05:00:00,Electronics,PayPal,3.0
1783,Customer_1783,Los Angeles,4776.09,2022-03-16 06:00:00,Clothing,Cash,4.0
1784,Customer_1784,Chicago,4843.08,2022-03-16 07:00:00,Clothing,Cash,2.0
1785,Customer_1785,Phoenix,271.15,2022-03-16 08:00:00,Clothing,PayPal,3.0
1786,Customer_1786,Houston,4405.21,2022-03-16 09:00:00,Electronics,Cash,2.0
1787,Customer_1787,Chicago,1394.09,2022-03-16 10:00:00,Books,Credit Card,5.0
1788,Customer_1788,Chicago,1934.76,2022-03-16 11:00:00,Electronics,PayPal,2.0
1789,Customer_1789,Los Angeles,1129.42,2022-03-16 12:00:00,Home,Cash,3.0
1790,Customer_1790,New York,338.11,2022-03-16 13:00:00,Electronics,Cash,2.0
1791,Customer_1791,Houston,2442.16,2022-03-16 14:00:00,Books,Credit Card,1.0
1792,Customer_1792,Phoenix,1422.52,2022-03-16 15:00:00,Home,PayPal,5.0
1793,Customer_1793,New York,4857.9,2022-03-16 16:00:00,Electronics,Cash,1.0
1794,Customer_1794,Phoenix,299.18,2022-03-16 17:00:00,Books,PayPal,3.0
1795,Customer_1795,Phoenix,2490.01,2022-03-16 18:00:00,Clothing,Cash,1.0
1796,Customer_1796,Phoenix,2439.06,2022-03-16 19:00:00,Electronics,PayPal,5.0
1797,Customer_1797,Houston,4708.55,2022-03-16 20:00:00,Home,Cash,1.0
1798,Customer_1798,Phoenix,1208.69,2022-03-16 21:00:00,Clothing,Cash,4.0
1799,Customer_1799,Chicago,1300.23,2022-03-16 22:00:00,Home,PayPal,4.0
1800,Customer_1800,New York,4702.15,2022-03-16 23:00:00,Home,Cash,1.0
1801,Customer_1801,Houston,3129.69,2022-03-17 00:00:00,Home,Cash,1.0
1802,Customer_1802,Phoenix,2258.93,2022-03-17 01:00:00,Electronics,Cash,4.0
1803,Customer_1803,Chicago,4422.82,2022-03-17 02:00:00,Clothing,PayPal,4.0
1804,Customer_1804,Chicago,2170.54,2022-03-17 03:00:00,Clothing,Cash,1.0
1805,Customer_1805,Phoenix,2905.8,2022-03-17 04:00:00,Electronics,Credit Card,5.0
1806,Customer_1806,Chicago,3887.51,2022-03-17 05:00:00,Books,Cash,1.0
1807,Customer_1807,New York,3962.07,2022-03-17 06:00:00,Home,Cash,3.0
1808,Customer_1808,Los Angeles,4512.71,2022-03-17 07:00:00,Home,Cash,1.0
1809,Customer_1809,Houston,555.33,2022-03-17 08:00:00,Home,PayPal,1.0
1810,Customer_1810,Phoenix,4161.63,2022-03-17 09:00:00,Home,Cash,4.0
1811,Customer_1811,Chicago,702.82,2022-03-17 10:00:00,Electronics,Credit Card,1.0
1812,Customer_1812,Los Angeles,3388.67,2022-03-17 11:00:00,Clothing,PayPal,2.0
1813,Customer_1813,Phoenix,4969.6,2022-03-17 12:00:00,Home,PayPal,1.0
1814,Customer_1814,Chicago,2151.27,2022-03-17 13:00:00,Home,Cash,2.0
1815,Customer_1815,Houston,4653.58,2022-03-17 14:00:00,Electronics,PayPal,4.0
1816,Customer_1816,Houston,112.57,2022-03-17 15:00:00,Books,Credit Card,5.0
1817,Customer_1817,New York,3314.58,2022-03-17 16:00:00,Home,Cash,4.0
1818,Customer_1818,Phoenix,542.47,2022-03-17 17:00:00,Home,PayPal,4.0
1819,Customer_1819,Houston,4839.66,2022-03-17 18:00:00,Home,Credit Card,1.0
1820,Customer_1820,Phoenix,4758.74,2022-03-17 19:00:00,Electronics,PayPal,4.0
1821,Customer_1821,Los Angeles,3981.72,2022-03-17 20:00:00,Electronics,PayPal,
1822,Customer_1822,New York,4308.23,2022-03-17 21:00:00,Books,Cash,3.0
1823,Customer_1823,Los Angeles,3693.25,2022-03-17 22:00:00,Electronics,PayPal,3.0
1824,Customer_1824,New York,1881.02,2022-03-17 23:00:00,Clothing,Cash,4.0
1825,Customer_1825,Phoenix,978.76,2022-03-18 00:00:00,Books,Credit Card,4.0
1826,Customer_1826,Houston,4817.65,2022-03-18 01:00:00,Electronics,Cash,
1827,Customer_1827,Los Angeles,777.56,2022-03-18 02:00:00,Clothing,PayPal,4.0
1828,Customer_1828,Houston,1657.89,2022-03-18 03:00:00,Books,Cash,4.0
1829,Customer_1829,Phoenix,4220.38,2022-03-18 04:00:00,Home,PayPal,1.0
1830,Customer_1830,Los Angeles,1881.49,2022-03-18 05:00:00,Electronics,PayPal,4.0
1831,Customer_1831,New York,377.19,2022-03-18 06:00:00,Home,Credit Card,1.0
1832,Customer_1832,Phoenix,1030.14,2022-03-18 07:00:00,Books,PayPal,3.0
1833,Customer_1833,Phoenix,4742.19,2022-03-18 08:00:00,Books,Credit Card,2.0
1834,Customer_1834,Chicago,3644.93,2022-03-18 09:00:00,Clothing,Credit Card,4.0
1835,Customer_1835,Chicago,1142.14,2022-03-18 10:00:00,Electronics,Credit Card,4.0
1836,Customer_1836,Los Angeles,3223.13,2022-03-18 11:00:00,Home,Cash,
1837,Customer_1837,Chicago,1370.54,2022-03-18 12:00:00,Clothing,Cash,2.0
1838,Customer_1838,Houston,3855.78,2022-03-18 13:00:00,Books,PayPal,2.0
1839,Customer_1839,Chicago,2428.67,2022-03-18 14:00:00,Home,Cash,2.0
1840,Customer_1840,Chicago,3829.46,2022-03-18 15:00:00,Clothing,Credit Card,4.0
1841,Customer_1841,Houston,,2022-03-18 16:00:00,Electronics,Credit Card,4.0
1842,Customer_1842,Phoenix,3282.52,2022-03-18 17:00:00,Electronics,Cash,1.0
1843,Customer_1843,Los Angeles,4835.22,2022-03-18 18:00:00,Home,PayPal,5.0
1844,Customer_1844,Los Angeles,2897.83,2022-03-18 19:00:00,Home,Cash,5.0
1845,Customer_1845,Chicago,4030.72,2022-03-18 20:00:00,Electronics,Cash,5.0
1846,Customer_1846,Houston,1231.58,2022-03-18 21:00:00,Home,Cash,1.0
1847,Customer_1847,Los Angeles,1570.07,2022-03-18 22:00:00,Home,Credit Card,1.0
1848,Customer_1848,Houston,1519.35,2022-03-18 23:00:00,Books,PayPal,4.0
1849,Customer_1849,Phoenix,4144.25,2022-03-19 00:00:00,Books,Cash,2.0
1850,Customer_1850,New York,3098.85,2022-03-19 01:00:00,Clothing,PayPal,4.0
1851,Customer_1851,New York,933.24,2022-03-19 02:00:00,Electronics,Credit Card,1.0
1852,Customer_1852,Houston,3830.58,2022-03-19 03:00:00,Electronics,Cash,2.0
1853,Customer_1853,New York,3034.25,2022-03-19 04:00:00,Books,PayPal,2.0
1854,Customer_1854,Los Angeles,3100.05,2022-03-19 05:00:00,Home,PayPal,3.0
1855,Customer_1855,Chicago,4014.72,2022-03-19 06:00:00,Electronics,Cash,3.0
1856,Customer_1856,New York,256.76,2022-03-19 07:00:00,Clothing,PayPal,3.0
1857,Customer_1857,Houston,2974.83,2022-03-19 08:00:00,Books,Credit Card,4.0
1858,Customer_1858,Houston,2378.75,2022-03-19 09:00:00,Home,Credit Card,2.0
1859,Customer_1859,Los Angeles,4779.68,2022-03-19 10:00:00,Clothing,PayPal,2.0
1860,Customer_1860,Los Angeles,4039.73,2022-03-19 11:00:00,Home,Cash,1.0
1861,Customer_1861,Phoenix,4809.66,2022-03-19 12:00:00,Electronics,Credit Card,5.0
1862,Customer_1862,Chicago,1400.31,2022-03-19 13:00:00,Clothing,Credit Card,2.0
1863,Customer_1863,Chicago,1478.17,2022-03-19 14:00:00,Electronics,Credit Card,5.0
1864,Customer_1864,Los Angeles,853.88,2022-03-19 15:00:00,Books,Credit Card,
1865,Customer_1865,Los Angeles,3775.66,2022-03-19 16:00:00,Electronics,Cash,2.0
1866,Customer_1866,New York,3607.21,2022-03-19 17:00:00,Books,Credit Card,
1867,Customer_1867,Houston,2029.5,2022-03-19 18:00:00,Home,Credit Card,4.0
1868,Customer_1868,New York,358.01,2022-03-19 19:00:00,Books,PayPal,2.0
1869,Customer_1869,Phoenix,2285.04,2022-03-19 20:00:00,Electronics,Credit Card,2.0
1870,Customer_1870,Chicago,1296.75,2022-03-19 21:00:00,Books,PayPal,1.0
1871,Customer_1871,Phoenix,2716.52,2022-03-19 22:00:00,Electronics,PayPal,4.0
1872,Customer_1872,New York,3047.89,2022-03-19 23:00:00,Books,Cash,4.0
1873,Customer_1873,New York,4678.12,2022-03-20 00:00:00,Electronics,PayPal,3.0
1874,Customer_1874,Phoenix,4881.69,2022-03-20 01:00:00,Home,PayPal,1.0
1875,Customer_1875,Chicago,1150.76,2022-03-20 02:00:00,Clothing,PayPal,
1876,Customer_1876,Los Angeles,4211.08,2022-03-20 03:00:00,Books,PayPal,3.0
1877,Customer_1877,New York,4327.98,2022-03-20 04:00:00,Clothing,Cash,5.0
1878,Customer_1878,Houston,1188.06,2022-03-20 05:00:00,Electronics,Credit Card,1.0
1879,Customer_1879,Houston,4408.11,2022-03-20 06:00:00,Books,Cash,1.0
1880,Customer_1880,Chicago,2790.72,2022-03-20 07:00:00,Home,PayPal,3.0
1881,Customer_1881,Phoenix,3954.12,2022-03-20 08:00:00,Electronics,PayPal,5.0
1882,Customer_1882,Chicago,2122.29,2022-03-20 09:00:00,Home,PayPal,4.0
1883,Customer_1883,Houston,103.84,2022-03-20 10:00:00,Books,Cash,3.0
1884,Customer_1884,Chicago,1050.34,2022-03-20 11:00:00,Electronics,PayPal,2.0
1885,Customer_1885,Houston,4631.09,2022-03-20 12:00:00,Home,PayPal,4.0
1886,Customer_1886,New York,3989.94,2022-03-20 13:00:00,Clothing,Cash,4.0
1887,Customer_1887,New York,643.07,2022-03-20 14:00:00,Clothing,Credit Card,4.0
1888,Customer_1888,Los Angeles,710.28,2022-03-20 15:00:00,Books,Credit Card,5.0
1889,Customer_1889,Los Angeles,1298.7,2022-03-20 16:00:00,Home,Credit Card,2.0
